U_uniform,X_pareto
0.850017858096167,2.58214260921686
0.297535987140355,1.19313053333088
0.684444199621655,1.78017179672056
0.957302549771885,4.83948367867766
0.258170685401982,1.16104219793859
0.890154288251705,3.01723020271233
0.803692074436217,2.25699752643334
0.707029753863084,1.84751614395216
0.12198427974855,1.06720746430809
0.271132690054702,1.17132055291645
0.259521724300216,1.16210090443441
0.902350990289464,3.20011863149918
0.978217071163319,6.77550801975766
0.14776360750848,1.08322821139547
0.197502301608833,1.11629274516385
0.581868014554733,1.54647642792996
0.427474840311089,1.32160816083605
0.143417725584946,1.08047683056828
0.0393346608734259,1.02026723338153
0.821793846554549,2.3688559491251
0.82288182470954,2.37612035835778
0.0997468126058376,1.05394431636141
0.130333677237301,1.07231819143916
0.37851984199462,1.26848800918208
0.788115802992624,2.17245463625157
0.067697345813208,1.03567034187846
0.720527284798985,1.89160430113358
0.827444379404294,2.40732898553975
0.651086784718795,1.69293892461692
0.294401840716167,1.19047774329157
0.874299955492517,2.8205401372884
0.666758855808549,1.73229037167821
0.667304353705519,1.73370994800247
0.225677571867583,1.13642055557372
0.286259559344649,1.18366783887796
0.40444881409154,1.29580739211108
0.782758174818678,2.14549881275599
0.708521917767162,1.85223910230526
0.750344183374573,2.00137815667751
0.580267271469303,1.54352469696095
0.388867277437055,1.27918167971915
0.407388882478495,1.2990178016561
0.303744749334252,1.19843851650963
0.350696955304683,1.24101285548457
0.777091892777488,2.1180541932448
0.646580586182494,1.68211157336943
0.161965147448803,1.09236797565655
0.487568910465051,1.39695451155983
0.721069070501303,1.89344050300977
0.350377651133386,1.24070782496428
0.96407466072622,5.27593651270427
0.111067601495768,1.06063421396746
0.846556695744269,2.55285430067793
0.0657367775888059,1.03458308472482
0.7265927097369,1.91247142404023
0.519333579146148,1.44237474047338
0.859809864491881,2.67079941375371
0.788344882938726,2.17362997094579
0.316103420339116,1.20921850348395
0.786841034705234,2.16594885975443
0.175913337412174,1.10157369669197
0.842200449680467,2.51737038863988
0.0811146373129594,1.04320421526164
0.898402773577743,3.13732184884748
0.868165569016508,2.75413722672902
0.111486258551883,1.06088406362224
0.371919094107214,1.26180488561283
0.253270373135119,1.15722633610163
0.404871811742478,1.29626781906723
0.863823483552503,2.70987270070119
0.504201873088713,1.42019362599221
0.241582954416369,1.14827512635579
0.464938571634154,1.36709337189853
0.0114594601261013,1.00577944980227
0.268694310379784,1.16936616569631
0.972160273520048,5.99332070997168
0.747893447039254,1.99162666775901
0.670368989345566,1.7417506007236
0.745373069631564,1.98174528123344
0.586311021592167,1.55475880408807
0.984146516132873,7.94214190515655
0.00319611342718495,1.00160189762283
0.0468215897929176,1.02426634149017
0.550362088704821,1.49131209159042
0.38254502199589,1.27261592008364
