U_uniform,X_pareto
0.0809025540925248,1.04308384778851
0.541863970508749,1.47741592580643
0.0496500071918623,1.02578941216086
0.514713849024302,1.43549290782763
0.188007159555137,1.109746796479
0.91723543921661,3.47598419165624
0.297589517894821,1.19317599674752
0.526975078663559,1.45397851428488
0.959887498704466,4.9929834662364
0.113428088257551,1.06204523812869
0.228173457517237,1.1382565162954
0.863077362817167,2.70247927688557
0.685995636155764,1.78456412509067
0.394877219070532,1.28551825577794
0.869177368298799,2.76476714114507
0.0195265896854527,1.00990864483595
0.587404665543425,1.55681799762802
0.62565597676184,1.63442331250895
0.695090620452028,1.81098397720863
0.483663059924125,1.39166082355051
0.725945487429975,1.91021178994331
0.190235720944892,1.11127282058015
0.398637127276433,1.28953072425167
0.300275446236138,1.19546383677277
0.337218812718291,1.22832958912667
0.565929332382784,1.51781828470555
0.979022378336905,6.90433532499777
0.657900570191762,1.70971540505295
0.533608794514273,1.46428233708161
0.961527395223767,5.09828611624168
0.114999683985027,1.06298781712014
0.804971571146446,2.26438901280829
0.426364227054716,1.32032816161979
0.0740024068867695,1.03919026836395
0.740014507180345,1.96121606698197
0.184534120447811,1.10738108958689
0.178587238975773,1.10336518726829
0.0670084309789257,1.03528790518604
0.16341973715918,1.09331723133407
0.404528943209931,1.29589457385566
0.371255704341488,1.26113904310096
0.262842987486084,1.16471588689036
0.653846143777694,1.69967314647869
0.173332320141191,1.09985268865102
0.77119412982761,2.09057820688889
0.981117088039185,7.27722019158048
0.261741685572535,1.16384682619873
0.398914304721609,1.28982800934664
0.678258355555709,1.76297584275035
0.040926882140248,1.02111378902162
0.115459614791739,1.06326413989522
0.929937356593334,3.77795465134026
0.742810629091302,1.9718482617034
0.155637484389587,1.08826716882336
0.494789396791791,1.40690175566051
0.807641206414172,2.28004793557439
0.247110804105051,1.15248283965543
0.714099889899302,1.87022061019765
0.809943440845926,2.29381595282045
0.68374986145412,1.77821650838839
0.305932161168977,1.20032551965591
0.97371815923007,6.16839405766895
0.482756390763203,1.3904405770833
0.806077794923067,2.2708384000885
0.170319061583753,1.09785363398658
0.404684199025955,1.29606354472223
0.730624640085959,1.92673091627667
0.480493187889333,1.38740858232297
0.52503784182325,1.45101030018735
0.504999812648088,1.42133784005726
0.316476149551356,1.20954815520926
0.678103618520273,1.76255205661481
0.186482757574265,1.10870656440755
0.222062815009931,1.13377723994998
0.578687358258728,1.54062788670475
0.759419982434847,2.03877933935098
0.680465748710423,1.76905482018766
0.00526149350824134,1.00264117372477
0.300163576681544,1.19536828490709
0.139223345893416,1.07784115014762
0.492923247681644,1.40431052219338
0.166689159290441,1.09545989897051
0.0930332455741412,1.05003630733697
0.96293110741237,5.19391925816053
0.752982491034299,2.01203777956872
0.716937646540552,1.87957189912771
0.872574656772025,2.80138045294317
0.0478106741266836,1.02479818049314
0.304855821693235,1.19939588644085
0.521166562416006,1.44513282211152
0.0453768661978566,1.02349098732313
0.0904101333427922,1.04852114548395
0.497291181174915,1.4103982097212
0.208389097861413,1.12394255951709
0.828216433562958,2.41273260123351
0.231331380525037,1.14059227065336
0.490344022944339,1.40075260591887
0.188011071914426,1.10974946999018
0.420393755533167,1.31351026803376
0.891794864795578,3.04001736234085
0.423914238742495,1.31751761208263
0.810812304824976,2.29907721205058
0.429373034685797,1.32380450495882
0.105264241146048,1.05718891970747
0.385926017777878,1.27611452360617
0.454953139527024,1.35451269200209
0.52870667817955,1.45664712850872
0.919543473565524,3.52548897290964
0.579272968569264,1.54169971449356
