U_uniform,X_exponential
0.927319468096109,1.31084085852273
0.589704182775158,0.445438437008625
0.626887388768739,0.492937499058391
0.885410845261523,1.08320105748482
0.630025765509623,0.497160956140548
0.826823663672385,0.876722459235999
0.283701311827513,0.166829018378698
0.672779572920407,0.558560623126179
0.644191855718035,0.516681806978132
0.111672833581531,0.0592075865962221
0.0939680369252974,0.0493403471147787
0.909209879131054,1.19960240014847
0.356527145225092,0.220437718278845
0.657484203486494,0.535718750568045
0.973369077404666,1.81284111739728
0.42580627819172,0.277394222580748
0.0338749486483663,0.0172310002014701
0.0409398447397727,0.0209007394979289
0.705515322775366,0.6112641535208
0.869905920866146,1.01974870230786
0.0775609944484924,0.0403670119483704
0.436526774418934,0.286817730563966
0.274361136768808,0.160351410742156
0.293248592384606,0.173538145368356
0.580083861436636,0.433850128864338
0.179917082286972,0.0991749123369035
0.416204935501759,0.26910263734737
0.689388348518989,0.584605928076988
0.156477127594598,0.0850841306466625
0.399808513233871,0.255253265035792
0.602977515879943,0.461881182417768
0.176370773242944,0.0970174089331386
0.182078960237417,0.100494737723078
0.778093623491894,0.752749856751423
0.662759110305757,0.543478898883844
0.724106742181229,0.643870617552173
0.326469527403186,0.197611019511318
0.629238975839724,0.496098781825771
0.609936756958799,0.470723195680559
0.571623977998912,0.423876956513765
0.492165530865275,0.338799866331847
0.552032307498972,0.401517082060311
0.999571480992107,3.87758773088353
0.283692963380747,0.16682319092274
0.244893675608753,0.140448356320015
0.232657152205396,0.132410789530245
0.507294606823832,0.353921931662882
0.974794819986112,1.84035287474094
0.532101662579432,0.37975211719784
0.819345420103755,0.855584234695931
0.97154611970611,1.77973536888333
0.835105522129479,0.901224768862153
0.684135754924677,0.57622138094678
0.0805343408128074,0.0419812914515294
0.682740211259783,0.574017158945271
0.0308567301439623,0.0156714123559948
0.465395628055741,0.313114148668978
0.979053049072203,1.93288109182265
0.796717873277354,0.796580238994556
0.089764698920885,0.0470260701404831
0.357637639588422,0.221301355101285
0.402151124608184,0.257208636852927
0.0169157837928807,0.00853024493131392
0.0569946046234805,0.0293416374314529
0.328333810317577,0.198996901709977
0.0917526169646704,0.0481192446056705
0.496787893986287,0.343371757914714
0.892571440707094,1.11546460852629
0.913888626645477,1.22605689078114
0.224229220311686,0.126949094716923
0.809099704517877,0.828002000207211
0.00487441784615228,0.00244316828390757
0.0462878433531273,0.0236966878268233
0.757271880417356,0.70790665573752
0.24443936545741,0.140147621494015
0.380276378140557,0.239240835761481
0.739835742136326,0.673221043214728
0.753277567432132,0.699745664512981
0.277162636564399,0.162285514483216
0.378086606946599,0.237477217700829
0.600814146193753,0.459164085764903
0.806062503686304,0.820109677890615
0.602016263947231,0.460672069360843
0.0566290621871957,0.0291478572008441
0.235488366198755,0.134259018099691
0.984484353324133,2.08295315063143
0.120050966550798,0.0639456448610551
0.560749186147419,0.411342349546735
0.805365231129052,0.818315228393974
0.748381833784673,0.689921276999362
0.34890030818063,0.214546256031235
0.457680589432469,0.305950066366051
0.358077698569326,0.221644004212654
0.311169939773561,0.186380342688575
0.667039961993001,0.549866401093987
0.970173755069754,1.75618328535215
0.579599690082667,0.433273951391646
0.182401869820732,0.100692173249023
0.807930381631325,0.824948688503047
0.387493984804376,0.245098257941964
0.632638781522829,0.500704834224395
0.566283533554001,0.417682130748511
0.100805400242694,0.0531279027343611
0.495632718492681,0.342225271579199
0.468132224677057,0.315680181579189
0.808363939295189,0.826078611441439
0.462452880632691,0.310369429441699
0.464876534376276,0.312628890922121
0.633421380167536,0.501771132714355
0.29252902457083,0.17302933721732
0.761560244436021,0.716819298888905
0.625273347542849,0.490779222794478
0.99659496929654,2.84125066112624
0.564677211642008,0.415833740434183
0.0971663448914575,0.0511084780731827
0.417520016618394,0.270230228713046
0.211580373941058,0.118862405241775
0.996875377886726,2.8842209634289
